F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
3,26,2118,1,8,1081,1,73,0.4236006051437216,360,178,0.49444444444444446,0.6666666666666666,0,1,
6,81,2118,1,8,1081,4,73,0.9881504379185987,1062,490,0.4613935969868173,0.8333333333333334,0,1,
29,81,2118,1,12,1081,7,73,0.30808861411643484,1062,490,0.4613935969868173,0.1724137931034483,0,1,
0,81,2118,1,12,1081,1,73,0.7058217413704276,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,12,1081,1,73,0.44708912931478617,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,12,1081,1,73,0.5734157650695518,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,12,1081,1,73,0.47913446676970634,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,10,1081,1,73,0.7078825347758887,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,10,1081,1,73,0.7102009273570324,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,4,1081,1,73,0.1416795466254508,1062,490,0.4613935969868173,1.0,0,1,
0,81,2118,1,4,1081,1,73,0.04379185986604843,1062,490,0.4613935969868173,1.0,0,1,
11,81,2118,1,12,1081,3,73,0.47192168985059246,1062,490,0.4613935969868173,0.8181818181818182,0,1,
17,81,2118,1,12,1081,4,73,0.865533230293663,1062,490,0.4613935969868173,0.17647058823529413,0,1,
17,81,2118,1,8,1081,4,73,0.8686244204018547,1062,490,0.4613935969868173,0.4117647058823529,0,1,
106,81,2118,1,20,1081,20,73,0.7243688820195775,1062,490,0.4613935969868173,0.11320754716981132,45,1,
27,52,0,1,8,52,2,1,0.8356054530874097,696,313,0.44971264367816094,0.5185185185185185,0,1,
70,22,422,3,12,106,15,44,0.45375972342264476,567,453,0.798941798941799,0.3514285714285714,0,0,
56,22,422,3,12,106,13,44,0.14520311149524634,567,453,0.798941798941799,0.3290816326530612,0,0,
54,22,422,3,28,106,18,44,0.557476231633535,567,453,0.798941798941799,0.6481481481481481,0,1,
105,22,422,3,0,106,22,44,0.4641313742437338,567,453,0.798941798941799,1.0,0,0,
116,22,422,3,16,106,33,44,0.29559204840103714,567,453,0.798941798941799,0.20689655172413793,0,0,
52,22,422,3,16,106,13,44,0.634399308556612,567,453,0.798941798941799,0.4230769230769231,0,1,
58,22,422,3,0,106,17,44,0.3509075194468453,567,453,0.798941798941799,1.0,0,1,
116,22,422,3,0,106,33,44,0.33362143474503025,567,453,0.798941798941799,1.0,0,0,
30,22,422,3,0,106,8,44,0.23768366464995677,567,453,0.798941798941799,1.0,0,1,
0,22,422,3,12,106,1,44,0.8928262748487468,567,453,0.798941798941799,1.0,0,1,
0,22,422,3,12,106,1,44,0.9256698357821953,567,453,0.798941798941799,1.0,0,1,
0,22,422,3,12,106,1,44,0.9006050129645635,567,453,0.798941798941799,1.0,0,1,
0,22,422,3,12,106,1,44,0.9083837510803803,567,453,0.798941798941799,1.0,0,1,
0,22,422,3,12,106,1,44,0.9170267934312878,567,453,0.798941798941799,1.0,0,1,
0,10,422,4,18,106,1,44,0.9333333333333333,225,77,0.3422222222222222,1.0,0,1,
0,2,422,9,0,106,1,44,0.7529266789895256,875,567,0.648,1.0,0,1,
0,2,422,9,0,106,1,44,0.9907578558225508,875,567,0.648,1.0,0,1,
7,4,422,2,0,106,2,44,0.717948717948718,38,30,0.7894736842105263,1.0,3,1,
0,28,422,3,0,106,1,44,0.4343257443082312,459,577,1.2570806100217864,1.0,0,1,
405,5,422,3,0,106,100,44,0.6270396270396271,198,48,0.24242424242424243,1.0,55,0,
0,14,7,1,11,15,1,2,0.6474694589877836,105,55,0.5238095238095238,1.0,0,1,
50,3,283,1,0,18,11,6,0.7641509433962265,56,32,0.5714285714285714,1.0,15,0,
33,2,283,1,0,18,4,6,0.75,51,20,0.39215686274509803,1.0,18,1,
89,3,283,1,20,18,17,6,0.5120772946859904,156,30,0.19230769230769232,0.2247191011235955,51,1,
89,3,283,1,20,18,17,6,0.5169082125603864,156,30,0.19230769230769232,0.23595505617977527,51,1,
89,3,283,1,0,18,17,6,0.5217391304347826,156,30,0.19230769230769232,1.0,51,1,
7,7,0,3,8,7,3,3,0.5707762557077626,152,35,0.23026315789473684,0.8571428571428571,0,1,
17,7,0,3,16,7,5,3,0.3013698630136986,152,35,0.23026315789473684,0.47058823529411764,0,1,
7,7,0,3,0,7,2,3,0.4018264840182648,152,35,0.23026315789473684,1.0,0,1,
0,7,0,3,0,7,1,3,0.8858447488584474,152,35,0.23026315789473684,1.0,0,1,
175,39,72,1,12,74,29,8,0.9548969072164949,484,213,0.44008264462809915,0.06971428571428571,19,0,
150,39,72,1,13,74,25,8,0.9564003436426116,484,213,0.44008264462809915,0.08666666666666667,19,0,
25,39,72,1,12,74,5,8,0.9458762886597938,484,213,0.44008264462809915,0.36,19,1,
25,39,72,1,0,74,5,8,0.9471649484536082,484,213,0.44008264462809915,1.0,19,1,
3,11,72,1,8,74,1,8,0.6931818181818182,56,21,0.375,0.6666666666666666,0,1,
4,11,72,1,8,74,1,8,0.7272727272727273,56,21,0.375,0.5,0,1,
3,11,72,1,8,74,1,8,0.9545454545454546,56,21,0.375,0.6666666666666666,0,1,
21,11,72,1,0,74,3,8,0.7542168674698795,212,166,0.7830188679245284,1.0,0,1,
12,11,72,1,16,74,4,8,0.963855421686747,212,166,0.7830188679245284,0.5833333333333334,3,1,
35,86,254,1,0,237,7,11,0.9438573315719947,930,454,0.4881720430107527,1.0,0,1,
40,86,254,1,0,237,11,11,0.5614266842800528,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,21,237,1,11,0.5559225011008366,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,25,237,1,11,0.601552179656539,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,9,237,1,11,0.49185380889476,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,9,237,1,11,0.4429766622633201,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,14,237,1,11,0.5445838837516512,930,454,0.4881720430107527,1.0,0,1,
0,86,254,1,12,237,1,11,0.4988991633641568,930,454,0.4881720430107527,1.0,0,1,
52,86,254,1,12,237,13,11,0.8031704095112285,930,454,0.4881720430107527,0.15384615384615385,27,1,
52,86,254,1,0,237,13,11,0.8295904887714664,930,454,0.4881720430107527,1.0,27,1,
7,57,254,1,8,237,2,11,0.24193548387096775,538,283,0.5260223048327137,0.42857142857142855,0,1,
10,57,254,1,8,237,3,11,0.16236559139784945,538,283,0.5260223048327137,0.9,3,1,
0,17,254,1,11,237,1,11,0.833224115334207,207,187,0.9033816425120773,1.0,0,1,
3,11,254,1,0,237,1,11,0.6428571428571429,78,71,0.9102564102564102,1.0,0,1,
0,11,254,1,10,237,1,11,0.7529761904761905,78,71,0.9102564102564102,1.0,0,1,
0,33,20,1,10,90,1,4,0.7286624203821657,359,209,0.5821727019498607,1.0,0,1,
5,53,20,1,8,90,1,4,0.8930232558139535,494,245,0.4959514170040486,0.4,0,1,
11,3,319,1,8,114,2,10,0.8378378378378378,30,31,1.0333333333333334,0.18181818181818182,10,1,
11,4,319,1,8,114,2,10,0.6986301369863014,25,35,1.4,0.18181818181818182,10,1,
71,76,319,4,20,114,17,10,0.9105948609644492,1693,740,0.4370939161252215,0.4507042253521127,0,1,
31,76,319,4,0,114,2,10,0.6979936642027456,1693,740,0.4370939161252215,1.0,27,1,
16,76,319,4,12,114,4,10,0.47553678282294964,1693,740,0.4370939161252215,0.375,0,1,
65,76,319,4,0,114,17,10,0.4491376275959169,1693,740,0.4370939161252215,1.0,0,1,
27,76,319,4,0,114,4,10,0.5740936290038718,1693,740,0.4370939161252215,1.0,0,1,
31,76,319,4,0,114,2,10,0.7029215065117916,1693,740,0.4370939161252215,1.0,27,1,
3,30,319,1,8,114,1,10,0.4748923959827834,377,186,0.493368700265252,0.6666666666666666,0,0,
17,30,319,1,12,114,6,10,0.9368723098995696,377,186,0.493368700265252,0.29411764705882354,0,1,
17,30,319,1,0,114,6,10,0.9469153515064562,377,186,0.493368700265252,1.0,0,1,
26,23,341,11,0,144,7,18,0.6452576549663929,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7617625093353249,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.8088125466766244,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7669902912621359,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.772218073188947,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.777445855115758,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7826736370425691,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7879014189693802,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7931292008961912,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.7983569828230023,975,241,0.24717948717948718,1.0,0,1,
0,23,341,11,16,144,1,18,0.8035847647498133,975,241,0.24717948717948718,1.0,0,1,
16,11,341,1,0,144,3,18,0.7326388888888888,185,68,0.3675675675675676,1.0,5,1,
0,36,341,1,9,144,1,18,0.6284348864994026,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,10,144,1,18,0.6258213859020311,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,8,144,1,18,0.18936678614097968,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,12,144,1,18,0.15412186379928317,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,12,144,1,18,0.15471923536439666,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,8,144,1,18,0.16427718040621267,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,12,144,1,18,0.15531660692951016,1083,387,0.3573407202216066,1.0,0,1,
0,36,341,1,8,144,1,18,0.15292712066905614,1083,387,0.3573407202216066,1.0,0,1,
71,36,341,1,24,144,16,18,0.4336917562724014,1083,387,0.3573407202216066,0.7464788732394366,0,1,
43,4,341,1,0,144,6,18,0.41689373297002724,225,81,0.36,1.0,0,1,
42,4,341,1,16,144,16,18,0.9754768392370572,225,81,0.36,0.9047619047619048,28,1,
304,20,341,1,12,144,65,18,0.42857142857142855,741,116,0.15654520917678813,0.07368421052631578,0,0,
304,20,341,1,12,144,65,18,0.44832826747720367,741,116,0.15654520917678813,0.08223684210526316,0,0,
96,20,341,1,0,144,17,18,0.30192502532928067,741,116,0.15654520917678813,1.0,0,1,
62,20,341,1,0,144,14,18,0.7446808510638298,741,116,0.15654520917678813,1.0,0,1,
40,20,341,1,0,144,8,18,0.6514690982776089,741,116,0.15654520917678813,1.0,0,1,
21,20,341,1,0,144,4,18,0.8206686930091185,741,116,0.15654520917678813,1.0,0,1,
23,20,341,1,0,144,6,18,0.7862208713272543,741,116,0.15654520917678813,1.0,0,1,
42,20,341,1,0,144,11,18,0.19351570415400202,741,116,0.15654520917678813,1.0,0,1,
35,20,341,1,0,144,10,18,0.8723404255319149,741,116,0.15654520917678813,1.0,32,1,
80,13,10,1,16,20,16,3,0.5745937961595273,389,184,0.4730077120822622,0.4875,0,1,
0,13,10,1,10,20,1,3,0.4242245199409158,389,184,0.4730077120822622,1.0,0,1,
0,13,10,1,8,20,1,3,0.29148202855736094,389,184,0.4730077120822622,1.0,0,1,
0,13,10,1,12,20,1,3,0.23042836041358936,389,184,0.4730077120822622,1.0,0,1,
0,13,10,1,12,20,1,3,0.23338257016248154,389,184,0.4730077120822622,1.0,0,1,
0,13,10,1,12,20,1,3,0.23190546528803546,389,184,0.4730077120822622,1.0,0,1,
0,13,10,1,8,20,1,3,0.2274741506646972,389,184,0.4730077120822622,1.0,0,1,
4,2,22,1,8,12,1,3,0.9574468085106383,15,26,1.7333333333333334,0.75,0,1,
0,2,22,1,4,12,1,3,0.5957446808510638,15,26,1.7333333333333334,1.0,0,1,
9,7,22,1,12,12,3,3,0.9351145038167938,172,66,0.38372093023255816,0.3333333333333333,0,1,
71,7,22,1,24,12,17,3,0.4770992366412214,172,66,0.38372093023255816,0.5492957746478874,0,1,
71,7,22,1,0,12,17,3,0.5038167938931297,172,66,0.38372093023255816,1.0,0,1,
121,43,52,7,8,66,26,11,0.49498525073746313,1143,352,0.3079615048118985,0.03305785123966942,0,1,
36,43,52,7,12,66,11,11,0.7581120943952803,1143,352,0.3079615048118985,0.4166666666666667,0,1,
36,43,52,7,12,66,11,11,0.6979351032448378,1143,352,0.3079615048118985,0.4166666666666667,0,1,
36,43,52,7,12,66,11,11,0.7303834808259587,1143,352,0.3079615048118985,0.4166666666666667,0,1,
0,43,52,7,9,66,1,11,0.1265065318162663,1143,352,0.3079615048118985,1.0,0,1,
0,43,52,7,0,66,1,11,0.984070796460177,1143,352,0.3079615048118985,1.0,0,1,
37,9,1287,1,8,147,5,23,0.4743202416918429,223,74,0.33183856502242154,0.40540540540540543,0,1,
30,9,1287,1,8,147,5,23,0.7190332326283988,223,74,0.33183856502242154,0.5,3,1,
39,5,1287,1,12,147,20,23,0.8613445378151261,129,67,0.5193798449612403,0.6410256410256411,0,1,
39,5,1287,1,12,147,20,23,0.8067226890756303,129,67,0.5193798449612403,0.38461538461538464,0,1,
39,5,1287,1,12,147,20,23,0.9159663865546218,129,67,0.5193798449612403,0.8974358974358975,0,1,
39,5,1287,1,8,147,20,23,0.7563025210084033,129,67,0.5193798449612403,0.15384615384615385,0,1,
43,12,1287,4,8,147,12,23,0.5253333333333333,239,81,0.3389121338912134,0.046511627906976744,40,1,
43,12,1287,4,0,147,12,23,0.7013333333333334,239,81,0.3389121338912134,1.0,40,1,
20,29,1287,1,12,147,4,23,0.7939866369710468,453,306,0.6754966887417219,0.45,12,1,
0,13,1287,1,8,147,1,23,0.2041343669250646,198,111,0.5606060606060606,1.0,0,1,
0,1,1287,1,4,147,1,23,0.8860759493670886,14,41,2.9285714285714284,1.0,0,1,
10,28,547,1,8,342,1,27,0.8860544217687075,250,224,0.896,0.3,0,0,
10,28,547,1,8,342,1,27,0.9200680272108843,250,224,0.896,0.3,2,0,
5,28,547,1,0,342,1,27,0.8843537414965986,250,224,0.896,1.0,0,1,
5,28,547,1,0,342,1,27,0.9183673469387755,250,224,0.896,1.0,2,1,
3,14,547,2,8,342,1,27,0.5503597122302158,121,114,0.9421487603305785,0.6666666666666666,1,2,
0,22,547,1,12,342,1,27,0.616464339908953,312,252,0.8076923076923077,1.0,0,1,
0,22,547,1,16,342,1,27,0.9580171977744057,312,252,0.8076923076923077,1.0,0,1,
38,22,547,1,0,342,12,27,0.6767830045523521,312,252,0.8076923076923077,1.0,38,1,
0,31,547,1,9,342,1,27,0.6112600536193029,295,296,1.0033898305084745,1.0,0,1,
0,31,547,1,9,342,1,27,0.646112600536193,295,296,1.0033898305084745,1.0,0,1,
0,31,547,1,13,342,1,27,0.7635537682454572,295,296,1.0033898305084745,1.0,0,1,
22,31,547,1,0,342,5,27,0.6407506702412868,295,296,1.0033898305084745,1.0,0,1,
14,31,547,1,0,342,2,27,0.9222520107238605,295,296,1.0033898305084745,1.0,9,1,
12,91,547,2,0,342,7,27,0.7689161554192229,1058,873,0.8251417769376181,1.0,0,1,
0,91,547,2,11,342,1,27,0.48425357873210634,1058,873,0.8251417769376181,1.0,0,1,
3,91,547,2,8,342,1,27,0.17137014314928425,1058,873,0.8251417769376181,0.6666666666666666,0,0,
3,91,547,2,6,342,1,27,0.17668711656441718,1058,873,0.8251417769376181,0.8333333333333334,0,0,
22,91,547,2,0,342,6,27,0.56359918200409,1058,873,0.8251417769376181,1.0,0,1,
48,91,547,2,0,342,17,27,0.6245398773006134,1058,873,0.8251417769376181,1.0,0,1,
26,91,547,2,8,342,6,27,0.9370143149284254,1058,873,0.8251417769376181,0.9615384615384616,0,1,
45,91,547,2,0,342,4,27,0.44212678936605315,1058,873,0.8251417769376181,1.0,0,0,
30,91,547,2,0,342,3,27,0.8222903885480572,1058,873,0.8251417769376181,1.0,0,0,
109,91,547,2,16,342,35,27,0.7353783231083845,1058,873,0.8251417769376181,0.6513761467889908,58,1,
0,18,547,3,12,342,1,27,0.6196868008948546,207,166,0.8019323671497585,1.0,0,1,
16,52,547,2,16,342,3,27,0.8350029463759576,1002,438,0.437125748502994,0.3125,0,1,
16,52,547,2,12,342,3,27,0.8314672952268709,1002,438,0.437125748502994,0.6306818181818182,0,1,
168,52,547,2,12,342,53,27,0.39952857984678847,1002,438,0.437125748502994,0.03571428571428571,0,1,
8,52,547,2,12,342,2,27,0.5385975250441957,1002,438,0.437125748502994,0.375,0,1,
168,52,547,2,8,342,53,27,0.4036535061873895,1002,438,0.437125748502994,0.05357142857142857,0,1,
