0,,F72,
1,,F54,
2,,F55,
3,,F25,
6,,F65,
8,,F67,
9,,F34,
11,,F69,
12,,F68,
190,,F15-public,
246,,F20,
249,,F79,
253,,F116,
258,,F110,
263,,F115,
317,,category,
original feature size,318
refined feature size,15
