0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
9,,F34,
10,,F66,
12,,F68,
13,,F101,
16,,F104,
17,,F105,
53,,F3-int,
232,,F79,
236,,F116,
252,,F40,
300,,category,
original feature size,301
refined feature size,16
