F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
-0.5,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-0.5,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-0.5,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-1.0,0.022222222222222223,5.432098765432099E-4,0.03018867924528302,0.1328156651181426,-0.9555555555555556,0.008874546187979023,0.0052440500201694235,0.1328156651181426,-1.0,-1.0,
0.0,0.0392156862745098,0.002511854414968602,0.23110151187904968,0.15350258225518276,-0.9215686274509803,0.004437273093989512,0.03872529245663574,0.15350258225518276,-1.0,-1.0,
-1.0,0.021929824561403508,5.362226839027393E-4,0.03018867924528302,0.1328156651181426,-0.956140350877193,0.008874546187979023,0.0052440500201694235,0.1328156651181426,-1.0,-1.0,
-1.0,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-1.0,0.16666666666666666,0.06944444444444445,0.07462686567164178,0.001201809690526359,-0.6666666666666666,0.0016135538523598225,4.033884630899556E-4,0.001201809690526359,-1.0,-1.0,
-1.0,0.0784313725490196,0.0018069973087274124,0.03018867924528302,0.1328156651181426,-0.8431372549019608,0.008874546187979023,0.0052440500201694235,0.1328156651181426,-1.0,-1.0,
-1.0,0.0784313725490196,0.0018069973087274124,0.03018867924528302,0.1328156651181426,-0.8431372549019608,0.008874546187979023,0.0052440500201694235,0.1328156651181426,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.014705882352941176,0.004829873125720877,0.06451612903225806,0.0034158474790673245,-0.9705882352941176,0.0,0.0024203307785397336,0.0034158474790673245,-1.0,-1.0,
-1.0,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-1.0,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-1.0,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
-1.0,0.0,0.0,0.05938242280285035,0.15591308057414213,-1.0,0.0052440500201694235,0.0060508269463493344,0.15591308057414213,-1.0,-1.0,
