0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
9,,F34,
17,,F105,
93,,F2-File,
181,,F4-boolean,
297,,category,
original feature size,298
refined feature size,11
