F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
7,4,620,1,4,111,1,27,0.5113636363636364,51,25,0.49019607843137253,0.42857142857142855,0,1,
0,18,620,4,4,111,1,27,0.20608108108108109,186,70,0.3763440860215054,1.0,0,1,
0,18,620,4,0,111,1,27,0.34459459459459457,186,70,0.3763440860215054,1.0,0,1,
0,5,330,4,4,30,1,16,0.3155080213903743,122,35,0.28688524590163933,1.0,0,1,
0,5,330,4,4,30,1,16,0.31016042780748665,122,35,0.28688524590163933,1.0,0,1,
0,5,330,4,10,30,1,16,0.8449197860962567,122,35,0.28688524590163933,1.0,0,1,
0,4,330,4,10,30,1,16,0.8426966292134831,118,32,0.2711864406779661,1.0,0,1,
0,5,330,3,6,30,1,16,0.8291139240506329,206,73,0.35436893203883496,1.0,0,1,
0,6,40,2,24,23,1,7,0.9489795918367347,188,72,0.3829787234042553,1.0,0,1,
0,5,766,1,2,116,1,36,0.46846846846846846,25,76,3.04,1.0,0,1,
10,4,766,3,4,116,2,36,0.7625,70,70,1.0,0.3,0,1,
0,3,766,3,9,116,1,36,0.8671875,80,32,0.4,1.0,0,1,
20,17,766,2,5,116,4,36,1.249084249084249,103,140,1.3592233009708738,0.6614285714285714,0,0,
3,17,766,2,4,116,1,36,0.5128205128205128,103,140,1.3592233009708738,0.6666666666666666,0,0,
4,17,766,2,3,116,1,36,0.7857142857142857,103,140,1.3592233009708738,0.75,0,1,
0,34,92,5,4,60,1,9,0.6658240647118301,523,375,0.7170172084130019,1.0,0,1,
0,34,92,5,4,60,1,9,0.7609706774519717,523,375,0.7170172084130019,1.0,0,1,
37,34,92,5,0,60,7,9,0.39635995955510617,523,375,0.7170172084130019,1.0,0,1,
0,34,92,5,0,60,1,9,0.9226491405460061,523,375,0.7170172084130019,1.0,0,0,
0,34,92,5,0,60,1,9,0.916076845298281,523,375,0.7170172084130019,1.0,0,1,
0,34,92,5,0,60,1,9,0.8705763397371082,523,375,0.7170172084130019,1.0,0,1,
0,34,92,5,0,60,1,9,0.8645096056622852,523,375,0.7170172084130019,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,10,92,1,6,60,1,9,0.5512232415902141,117,73,0.6239316239316239,1.0,0,1,
0,10,92,1,6,60,1,9,0.573394495412844,117,73,0.6239316239316239,1.0,0,1,
0,16,455,2,5,90,1,16,0.22169811320754718,161,22,0.13664596273291926,1.0,0,1,
0,13,455,3,4,90,1,16,0.8008474576271186,158,42,0.26582278481012656,1.0,0,1,
13,18,455,2,6,90,1,16,0.9444444444444444,274,118,0.4306569343065693,0.38461538461538464,7,2,
7,7,455,2,4,90,2,16,0.8782608695652174,49,51,1.0408163265306123,0.2857142857142857,2,1,
3,3,455,1,4,90,1,16,0.8297872340425532,15,25,1.6666666666666667,0.6666666666666666,0,1,
3,3,455,1,4,90,1,16,0.9361702127659575,15,25,1.6666666666666667,0.6666666666666666,0,1,
8,30,6939,2,6,2159,2,504,0.8382165605095542,566,109,0.19257950530035337,0.5,0,1,
0,30,6939,2,6,2159,1,504,0.18343949044585986,566,109,0.19257950530035337,1.0,0,1,
2,93,6939,14,0,2159,1,504,0.1707395498392283,2593,133,0.051291939838025456,1.0,0,1,
2,93,6939,14,0,2159,1,504,0.19228295819935692,2593,133,0.051291939838025456,1.0,0,1,
2,93,6939,14,0,2159,1,504,0.20353697749196142,2593,133,0.051291939838025456,1.0,0,1,
2,93,6939,14,0,2159,1,504,0.1067524115755627,2593,133,0.051291939838025456,1.0,0,1,
0,93,6939,14,0,2159,1,504,0.784887459807074,2593,133,0.051291939838025456,1.0,0,1,
0,93,6939,14,12,2159,1,504,0.7781350482315113,2593,133,0.051291939838025456,1.0,0,1,
0,93,6939,14,0,2159,1,504,0.8408360128617364,2593,133,0.051291939838025456,1.0,0,1,
0,93,6939,14,16,2159,1,504,0.815112540192926,2593,133,0.051291939838025456,1.0,0,1,
0,93,6939,14,13,2159,1,504,0.8585209003215434,2593,133,0.051291939838025456,1.0,0,1,
0,2,6939,2,7,2159,1,504,0.5797101449275363,42,20,0.47619047619047616,1.0,0,1,
0,26,6939,8,6,2159,1,504,0.4239504473503097,1149,175,0.15230635335073978,1.0,0,1,
0,26,6939,8,6,2159,1,504,0.47900894700619406,1149,175,0.15230635335073978,1.0,0,1,
0,26,6939,8,6,2159,1,504,0.6015141087405368,1149,175,0.15230635335073978,1.0,0,1,
56,15,6939,5,4,2159,9,504,0.8402948402948403,691,40,0.05788712011577424,0.10714285714285714,0,1,
70,15,6939,5,4,2159,10,504,0.3046683046683047,691,40,0.05788712011577424,0.08571428571428572,0,1,
0,15,6939,5,0,2159,1,504,0.5663390663390664,691,40,0.05788712011577424,1.0,0,1,
0,15,6939,5,10,2159,1,504,0.5331695331695332,691,40,0.05788712011577424,1.0,0,1,
98,23,6939,11,0,2159,20,504,0.2916429789653212,1467,157,0.10702113156100886,1.0,0,1,
196,23,6939,11,8,2159,39,504,0.26520750426378625,1467,157,0.10702113156100886,0.17091836734693877,0,0,
0,23,6939,11,2,2159,1,504,0.24445707788516202,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,6,2159,1,504,0.42694712905059695,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,6,2159,1,504,0.4724275156338829,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,6,2159,1,504,0.5736213757816941,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,6,2159,1,504,0.6799317794201251,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.09664582148948266,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,5,2159,1,504,0.1932916429789653,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.17623649801023308,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.17851051733939738,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.1716884593519045,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.1739624786810688,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.1694144400227402,1467,157,0.10702113156100886,1.0,0,1,
0,23,6939,11,0,2159,1,504,0.1671404206935759,1467,157,0.10702113156100886,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
18,6,6939,3,4,2159,3,504,0.8260869565217391,154,28,0.18181818181818182,0.1111111111111111,0,1,
18,6,6939,3,4,2159,3,504,0.8357487922705314,154,28,0.18181818181818182,0.2222222222222222,0,1,
0,6,6939,3,6,2159,1,504,0.6859903381642513,154,28,0.18181818181818182,1.0,0,1,
0,9,6939,1,6,2159,1,504,0.565359477124183,161,111,0.6894409937888198,1.0,0,1,
2,18,6939,6,0,2159,1,504,0.6648575305291723,505,118,0.23366336633663368,1.0,0,1,
4,18,6939,6,0,2159,1,504,0.6200814111261872,505,118,0.23366336633663368,1.0,0,0,
2,18,6939,6,0,2159,1,504,0.6146540027137042,505,118,0.23366336633663368,1.0,0,1,
0,18,6939,6,6,2159,1,504,0.18453188602442333,505,118,0.23366336633663368,1.0,0,1,
2,40,6939,11,0,2159,1,504,0.5200506542845083,1705,335,0.19648093841642228,1.0,0,1,
2,40,6939,11,0,2159,1,504,0.8699873364288729,1705,335,0.19648093841642228,1.0,0,1,
44,40,6939,11,7,2159,10,504,0.43182777543267203,1705,335,0.19648093841642228,0.6613991477272727,0,1,
0,40,6939,11,6,2159,1,504,0.2228788518362178,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,6,2159,1,504,0.22794428028704095,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,4,2159,1,504,0.23258758970029547,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,4,2159,1,504,0.23216547066272689,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,6,2159,1,504,0.24820599409033348,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,4,2159,1,504,0.23300970873786409,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,4,2159,1,504,0.3212325875897003,1705,335,0.19648093841642228,1.0,0,1,
113,40,6939,11,10,2159,33,504,0.9932460953989025,1705,335,0.19648093841642228,0.9026548672566371,0,1,
6,40,6939,11,4,2159,2,504,0.9155761924862811,1705,335,0.19648093841642228,0.6666666666666666,0,1,
0,40,6939,11,6,2159,1,504,0.10088644997889405,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,8,2159,1,504,0.26424651751794004,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,8,2159,1,504,0.26509075559307727,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,10,2159,1,504,0.27226677923174336,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,8,2159,1,504,0.26762346981848883,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,10,2159,1,504,0.27057830308146896,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,6,2159,1,504,0.25749261291684256,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,6,2159,1,504,0.25707049387927394,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,8,2159,1,504,0.26593499366821444,1705,335,0.19648093841642228,1.0,0,1,
0,40,6939,11,8,2159,1,504,0.2760658505698607,1705,335,0.19648093841642228,1.0,0,1,
0,22,6939,4,4,2159,1,504,0.2770448548812665,258,65,0.25193798449612403,1.0,0,1,
0,22,6939,4,4,2159,1,504,0.2955145118733509,258,65,0.25193798449612403,1.0,0,1,
0,22,6939,4,4,2159,1,504,0.683377308707124,258,65,0.25193798449612403,1.0,0,1,
136,32,6939,2,8,2159,55,504,0.9515931372549019,490,207,0.42244897959183675,0.30514705882352944,0,0,
88,32,6939,2,8,2159,30,504,0.4264705882352941,490,207,0.42244897959183675,0.6818181818181818,0,1,
88,32,6939,2,0,2159,30,504,0.41544117647058826,490,207,0.42244897959183675,1.0,0,1,
8,32,6939,2,6,2159,1,504,0.7083333333333334,490,207,0.42244897959183675,0.375,0,1,
0,32,6939,2,0,2159,1,504,0.75,490,207,0.42244897959183675,1.0,0,1,
0,15,6939,3,0,2159,1,504,0.8026124818577649,458,127,0.27729257641921395,1.0,0,1,
0,7,6939,1,2,2159,1,504,0.5814696485623003,235,38,0.16170212765957448,1.0,0,1,
19,19,6939,8,4,2159,3,504,0.45905172413793105,275,135,0.4909090909090909,0.10526315789473684,8,2,
10,46,6939,3,4,2159,1,504,0.11452513966480447,523,127,0.24282982791587,0.7,0,1,
0,46,6939,3,7,2159,1,504,0.5261871508379888,523,127,0.24282982791587,1.0,0,1,
0,46,6939,3,6,2159,1,504,0.7039106145251397,523,127,0.24282982791587,1.0,0,1,
26,46,6939,3,6,2159,6,504,0.5139664804469274,523,127,0.24282982791587,0.5769230769230769,0,1,
2,46,6939,3,0,2159,1,504,0.43435754189944137,523,127,0.24282982791587,1.0,0,1,
2,46,6939,3,0,2159,1,504,0.46787709497206703,523,127,0.24282982791587,1.0,0,1,
2,46,6939,3,0,2159,1,504,0.38687150837988826,523,127,0.24282982791587,1.0,0,1,
0,46,6939,3,0,2159,1,504,0.5684357541899442,523,127,0.24282982791587,1.0,0,1,
0,12,6939,4,0,2159,1,504,0.7715355805243446,191,45,0.2356020942408377,1.0,0,1,
4,18,6939,6,0,2159,1,504,0.7148900169204738,397,119,0.29974811083123426,1.0,0,0,
2,18,6939,6,0,2159,1,504,0.29949238578680204,397,119,0.29974811083123426,1.0,0,1,
63,15,6939,3,6,2159,12,504,0.4296081277213353,458,127,0.27729257641921395,0.09523809523809523,0,1,
0,18,6939,6,6,2159,1,504,0.17766497461928935,397,119,0.29974811083123426,1.0,0,1,
2,14,6939,2,0,2159,1,504,0.49732620320855614,195,145,0.7435897435897436,1.0,0,1,
0,18,6939,6,4,2159,1,504,0.08460236886632826,397,119,0.29974811083123426,1.0,0,1,
0,14,6939,2,4,2159,1,504,0.13903743315508021,195,145,0.7435897435897436,1.0,0,1,
16,10,6939,1,12,2159,3,504,0.6165413533834586,72,46,0.6388888888888888,0.4375,0,2,
0,15,6939,3,0,2159,1,504,0.941944847605225,458,127,0.27729257641921395,1.0,0,0,
0,15,6939,3,0,2159,1,504,0.9288824383164006,458,127,0.27729257641921395,1.0,0,0,
0,15,6939,3,0,2159,1,504,0.9462989840348331,458,127,0.27729257641921395,1.0,0,1,
0,22,6939,6,0,2159,1,504,0.7265135699373695,318,84,0.2641509433962264,1.0,0,1,
2,17,6939,3,0,2159,1,504,0.9322709163346613,110,114,1.0363636363636364,1.0,0,1,
5,4,6939,6,0,2159,2,504,0.2587800369685767,405,63,0.15555555555555556,1.0,0,1,
0,4,6939,6,8,2159,1,504,0.532347504621072,405,63,0.15555555555555556,1.0,0,1,
3,9,6939,2,4,2159,1,504,0.7007299270072993,211,31,0.14691943127962084,0.6666666666666666,0,1,
0,7,6939,3,0,2159,1,504,0.819672131147541,119,37,0.31092436974789917,1.0,0,1,
0,25,6939,3,0,2159,1,504,0.9015063731170336,539,220,0.40816326530612246,1.0,0,1,
0,25,6939,3,0,2159,1,504,0.8910776361529548,539,220,0.40816326530612246,1.0,0,1,
43,7,6939,1,10,2159,12,504,0.5277777777777778,115,48,0.41739130434782606,0.4186046511627907,0,1,
12,7,6939,1,4,2159,5,504,0.38333333333333336,115,48,0.41739130434782606,0.9166666666666666,27,1,
2,135,6939,7,0,2159,1,504,0.8705199917132794,2784,1458,0.5237068965517241,1.0,0,1,
0,135,6939,7,4,2159,1,504,0.7720263991239752,2784,1458,0.5237068965517241,1.0,0,1,
3,135,6939,7,3,2159,1,504,0.9593950694012845,2784,1458,0.5237068965517241,0.8333333333333334,0,1,
8,135,6939,7,6,2159,1,504,0.8906152889993785,2784,1458,0.5237068965517241,0.375,0,1,
3,135,6939,7,0,2159,1,504,0.9964781437746012,2784,1458,0.5237068965517241,1.0,0,1,
0,135,6939,7,0,2159,1,504,0.12015744769007665,2784,1458,0.5237068965517241,1.0,0,0,
13,29,6939,1,4,2159,3,504,0.5488565488565489,186,246,1.3225806451612903,0.46153846153846156,0,0,
13,29,6939,1,4,2159,3,504,0.4584199584199584,186,246,1.3225806451612903,0.46153846153846156,1,0,
2,18,6939,2,0,2159,1,504,0.7733755942947702,353,197,0.5580736543909348,1.0,0,1,
0,18,6939,2,0,2159,1,504,0.7036450079239303,353,197,0.5580736543909348,1.0,0,1,
0,18,6939,2,6,2159,1,504,0.694136291600634,353,197,0.5580736543909348,1.0,0,1,
7,13,6939,1,4,2159,2,504,0.9605263157894737,105,27,0.2571428571428571,0.42857142857142855,2,1,
27,13,6939,1,10,2159,8,504,0.618421052631579,105,27,0.2571428571428571,0.3333333333333333,0,1,
3,12,6939,7,4,2159,1,504,0.9702380952380952,231,215,0.9307359307359307,0.6666666666666666,0,3,
0,12,6939,2,6,2159,1,504,0.6015228426395939,109,51,0.46788990825688076,1.0,0,1,
0,12,6939,2,4,2159,1,504,0.5549915397631133,109,51,0.46788990825688076,1.0,0,1,
4,12,6939,2,4,2159,2,504,0.9390862944162437,109,51,0.46788990825688076,0.75,0,1,
2,12,6939,2,0,2159,1,504,0.34517766497461927,109,51,0.46788990825688076,1.0,0,1,
27,12,6939,2,6,2159,5,504,0.8274111675126904,109,51,0.46788990825688076,0.5925925925925926,6,1,
2,4,6939,3,0,2159,1,504,0.7954545454545454,89,24,0.2696629213483146,1.0,0,2,
24,6,6939,2,4,2159,8,504,0.3236994219653179,109,40,0.3669724770642202,0.125,14,1,
0,6,6939,2,6,2159,1,504,0.8974358974358975,68,37,0.5441176470588235,1.0,0,1,
0,6,6939,2,6,2159,1,504,0.905982905982906,68,37,0.5441176470588235,1.0,0,1,
0,8,6939,12,0,2159,1,504,0.3881401617250674,522,154,0.2950191570881226,1.0,0,1,
0,8,6939,12,0,2159,1,504,0.38140161725067384,522,154,0.2950191570881226,1.0,0,1,
0,8,6939,12,0,2159,1,504,0.9690026954177897,522,154,0.2950191570881226,1.0,0,1,
0,8,6939,12,14,2159,1,504,0.784366576819407,522,154,0.2950191570881226,1.0,0,1,
0,8,6939,12,14,2159,1,504,0.7951482479784366,522,154,0.2950191570881226,1.0,0,1,
4,13,6939,1,4,2159,1,504,0.6828358208955224,149,96,0.6442953020134228,0.75,0,1,
4,13,6939,1,4,2159,1,504,0.6791044776119403,149,96,0.6442953020134228,0.5,0,1,
68,2,6939,3,0,2159,15,504,0.5770750988142292,177,57,0.3220338983050847,1.0,39,1,
3,15,6939,2,4,2159,1,504,0.4090909090909091,134,38,0.2835820895522388,0.6666666666666666,0,1,
7,13,6939,1,6,2159,2,504,0.9671052631578947,105,27,0.2571428571428571,0.5714285714285714,2,1,
7,15,6939,2,6,2159,2,504,0.9494949494949495,134,38,0.2835820895522388,0.5714285714285714,2,1,
3,15,6939,1,4,2159,1,504,0.3786407766990291,147,30,0.20408163265306123,0.6666666666666666,0,1,
3,15,6939,1,4,2159,1,504,0.35436893203883496,147,30,0.20408163265306123,0.6666666666666666,0,1,
2,15,6939,1,0,2159,1,504,0.24757281553398058,147,30,0.20408163265306123,1.0,0,1,
2,15,6939,1,0,2159,1,504,0.24271844660194175,147,30,0.20408163265306123,1.0,0,1,
3,16,6939,4,4,2159,1,504,0.16831683168316833,287,64,0.2229965156794425,0.6666666666666666,0,2,
3,4,6939,1,4,2159,1,504,0.9361702127659575,15,23,1.5333333333333334,0.6666666666666666,0,1,
3,4,6939,1,4,2159,1,504,0.9591836734693877,14,28,2.0,0.6666666666666666,0,1,
0,5,6939,3,33,2159,1,504,0.6083333333333333,80,20,0.25,1.0,0,1,
2,6,6939,3,0,2159,1,504,0.84,127,25,0.1968503937007874,1.0,0,1,
0,6,6939,3,7,2159,1,504,0.6857142857142857,127,25,0.1968503937007874,1.0,0,1,
4,23,6939,2,4,2159,1,504,0.9939393939393939,231,61,0.26406926406926406,0.75,0,1,
0,23,6939,2,4,2159,1,504,0.48787878787878786,231,61,0.26406926406926406,1.0,0,1,
0,2,6939,2,7,2159,1,504,0.5157894736842106,58,25,0.43103448275862066,1.0,0,1,
17,9,6939,1,0,2159,2,504,0.5551724137931034,165,100,0.6060606060606061,1.0,0,1,
18,9,6939,1,0,2159,2,504,0.4689655172413793,165,100,0.6060606060606061,1.0,0,1,
0,9,6939,1,4,2159,1,504,0.7551724137931034,165,100,0.6060606060606061,1.0,0,1,
0,31,6939,8,6,2159,1,504,0.32142857142857145,330,63,0.19090909090909092,1.0,0,1,
0,31,6939,8,0,2159,1,504,0.3638392857142857,330,63,0.19090909090909092,1.0,0,1,
0,31,6939,8,6,2159,1,504,0.47544642857142855,330,63,0.19090909090909092,1.0,0,1,
0,31,6939,8,0,2159,1,504,0.5178571428571429,330,63,0.19090909090909092,1.0,0,1,
139,8,6939,11,10,2159,36,504,0.952156862745098,996,89,0.0893574297188755,0.8992805755395683,0,1,
0,8,6939,11,0,2159,1,504,0.44862745098039214,996,89,0.0893574297188755,1.0,0,1,
0,8,6939,11,0,2159,1,504,0.47137254901960784,996,89,0.0893574297188755,1.0,0,1,
0,8,6939,11,0,2159,1,504,0.4447058823529412,996,89,0.0893574297188755,1.0,0,1,
0,8,6939,11,0,2159,1,504,0.4329411764705882,996,89,0.0893574297188755,1.0,0,1,
0,25,6939,5,5,2159,1,504,0.3375669604285467,426,145,0.3403755868544601,1.0,0,1,
0,25,6939,5,6,2159,1,504,0.4582426127527216,426,145,0.3403755868544601,1.0,0,1,
0,25,6939,5,10,2159,1,504,0.5101088646967341,426,145,0.3403755868544601,1.0,0,1,
0,25,6939,5,10,2159,1,504,0.6236391912908242,426,145,0.3403755868544601,1.0,0,1,
11,34,6939,1,4,2159,2,504,0.9498607242339833,185,116,0.6270270270270271,0.5909090909090909,10,1,
4,3,6939,2,0,2159,1,504,0.9329896907216495,62,26,0.41935483870967744,1.0,0,0,
4,3,6939,2,0,2159,1,504,0.9329896907216495,62,26,0.41935483870967744,1.0,0,0,
2,24,6939,1,0,2159,1,504,0.33440514469453375,164,101,0.6158536585365854,1.0,0,1,
74,50,6939,3,8,2159,12,504,0.4954591321897074,572,309,0.5402097902097902,0.43243243243243246,0,1,
0,50,6939,3,0,2159,1,504,0.6397578203834511,572,309,0.5402097902097902,1.0,0,1,
2,23,6939,1,0,2159,1,504,0.6730038022813688,189,44,0.2328042328042328,1.0,0,1,
0,6,6939,5,32,2159,1,504,0.6367924528301887,154,27,0.17532467532467533,1.0,0,1,
0,7,6939,5,32,2159,1,504,0.6243093922651933,130,24,0.18461538461538463,1.0,0,1,
0,7,6939,5,32,2159,1,504,0.6685082872928176,130,24,0.18461538461538463,1.0,0,1,
15,7,6939,7,6,2159,4,504,0.4368932038834951,232,37,0.15948275862068967,0.7333333333333333,0,1,
0,7,6939,7,32,2159,1,504,0.5663430420711975,232,37,0.15948275862068967,1.0,0,1,
0,7,6939,7,32,2159,1,504,0.5922330097087378,232,37,0.15948275862068967,1.0,0,1,
3,6,6939,7,4,2159,1,504,0.7885906040268457,187,66,0.35294117647058826,0.6666666666666666,0,0,
2,6,6939,7,0,2159,1,504,0.2516778523489933,187,66,0.35294117647058826,1.0,0,1,
0,6,6939,7,6,2159,1,504,0.9865771812080537,187,66,0.35294117647058826,1.0,0,1,
0,15,6939,15,0,2159,1,504,0.44815668202764974,672,64,0.09523809523809523,1.0,0,1,
0,10,6939,4,0,2159,1,504,0.6090225563909775,198,39,0.19696969696969696,1.0,0,1,
11,2,6939,1,8,2159,4,504,0.8421052631578947,17,17,1.0,0.7272727272727273,2,1,
4,10,6939,1,0,2159,1,504,0.375,111,24,0.21621621621621623,1.0,0,0,
3,9,6939,2,4,2159,1,504,0.8546712802768166,199,31,0.15577889447236182,0.6666666666666666,0,1,
0,14,6939,2,9,2159,1,504,0.3684210526315789,94,102,1.0851063829787233,1.0,0,1,
0,13,6939,4,6,2159,1,504,0.7322834645669292,87,136,1.5632183908045978,1.0,0,1,
0,7,6939,1,4,2159,1,504,0.4803921568627451,61,25,0.4098360655737705,1.0,0,1,
3,16,6939,3,4,2159,1,504,0.8773584905660378,213,49,0.2300469483568075,0.6666666666666666,0,1,
0,16,6939,3,0,2159,1,504,0.7735849056603774,213,49,0.2300469483568075,1.0,0,1,
0,16,6939,3,0,2159,1,504,0.8427672955974843,213,49,0.2300469483568075,1.0,0,1,
189,18,6939,6,4,2159,38,504,0.7643593519882179,522,66,0.12643678160919541,0.41798941798941797,0,1,
0,18,6939,6,0,2159,1,504,0.30093274423171334,522,66,0.12643678160919541,1.0,0,0,
0,18,6939,6,0,2159,1,504,0.695139911634757,522,66,0.12643678160919541,1.0,0,1,
0,18,6939,6,10,2159,1,504,0.727540500736377,522,66,0.12643678160919541,1.0,0,1,
2,23,6939,4,0,2159,1,504,0.46932515337423314,394,172,0.4365482233502538,1.0,0,1,
3,23,6939,4,4,2159,1,504,0.23466257668711657,394,172,0.4365482233502538,0.6666666666666666,0,1,
24,23,6939,4,4,2159,3,504,0.9884969325153374,394,172,0.4365482233502538,0.22916666666666666,25,0,
2,16,1,11,0,16,1,12,0.2119205298013245,742,334,0.4501347708894879,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,16,1,11,7,16,1,12,0.2582781456953642,742,334,0.4501347708894879,1.0,0,1,
0,16,1,11,7,16,1,12,0.46688741721854304,742,334,0.4501347708894879,1.0,0,1,
0,16,1,11,0,16,1,12,0.47102649006622516,742,334,0.4501347708894879,1.0,0,1,
0,16,1,11,0,16,1,12,0.6423841059602649,742,334,0.4501347708894879,1.0,0,1,
0,16,1,11,8,16,1,12,0.8683774834437086,742,334,0.4501347708894879,1.0,0,1,
0,16,1,11,0,16,1,12,0.8302980132450332,742,334,0.4501347708894879,1.0,0,1,
4,3,216,1,0,19,1,9,0.8615384615384616,36,19,0.5277777777777778,1.0,8,1,
29,3,216,4,0,19,6,9,0.422680412371134,129,40,0.31007751937984496,1.0,0,1,
0,3,216,4,6,19,1,9,0.711340206185567,129,40,0.31007751937984496,1.0,0,1,
0,3,216,4,6,19,1,9,0.8041237113402062,129,40,0.31007751937984496,1.0,0,1,
0,3,803,3,5,205,1,35,0.7796610169491526,29,24,0.8275862068965517,1.0,0,1,
0,3,803,3,5,205,1,35,0.9152542372881356,29,24,0.8275862068965517,1.0,0,1,
16,2,803,1,0,205,4,35,0.8701298701298701,30,39,1.3,1.0,4,1,
20,18,803,1,8,205,2,35,0.9426751592356688,102,33,0.3235294117647059,0.55,5,1,
0,12,803,1,4,205,1,35,0.47706422018348627,58,34,0.5862068965517241,1.0,0,1,
17,5,803,1,8,205,3,35,0.7542372881355932,77,26,0.33766233766233766,0.5882352941176471,10,1,
0,2,803,2,8,205,1,35,0.8571428571428571,37,28,0.7567567567567568,1.0,0,1,
2,8,803,1,0,205,1,35,0.6099290780141844,89,39,0.43820224719101125,1.0,0,1,
38,18,230,1,4,55,29,14,0.9591121495327103,259,143,0.5521235521235521,0.32894736842105265,19,0,
0,5,230,1,4,55,1,14,0.3006134969325153,55,96,1.7454545454545454,1.0,0,1,
3,15,230,4,4,55,1,14,0.9722222222222222,233,87,0.37339055793991416,0.6666666666666666,0,1,
12,15,230,4,0,55,5,14,0.40555555555555556,233,87,0.37339055793991416,1.0,0,1,
0,15,230,4,5,55,1,14,0.7611111111111111,233,87,0.37339055793991416,1.0,0,1,
0,15,230,4,0,55,1,14,0.6833333333333333,233,87,0.37339055793991416,1.0,0,1,
14,12,230,4,0,55,3,14,0.7696629213483146,259,66,0.2548262548262548,1.0,0,1,
0,12,230,4,0,55,1,14,0.9129213483146067,259,66,0.2548262548262548,1.0,0,1,
0,8,405,4,6,59,1,20,0.4,138,24,0.17391304347826086,1.0,0,1,
0,7,405,3,6,59,1,20,0.3497536945812808,132,37,0.2803030303030303,1.0,0,1,
0,8,405,4,0,59,1,20,0.8142076502732241,98,55,0.5612244897959183,1.0,0,1,
0,8,405,4,0,59,1,20,0.9781420765027322,98,55,0.5612244897959183,1.0,0,1,
0,8,405,4,0,59,1,20,0.8415300546448088,98,55,0.5612244897959183,1.0,0,1,
0,14,371,4,2,82,1,23,0.23076923076923078,128,25,0.1953125,1.0,0,1,
0,7,1970,3,0,261,1,91,0.9709302325581395,132,20,0.15151515151515152,1.0,0,1,
5,5,1970,3,4,261,2,91,0.8854166666666666,63,20,0.31746031746031744,0.4,0,1,
5,5,1970,3,4,261,2,91,0.8854166666666666,63,20,0.31746031746031744,0.6,0,1,
0,5,1970,3,5,261,1,91,0.5416666666666666,63,20,0.31746031746031744,1.0,0,1,
5,8,1970,2,4,261,2,91,0.9504950495049505,62,28,0.45161290322580644,0.5,8,1,
0,8,1970,4,0,261,1,91,0.6852791878172588,136,26,0.19117647058823528,1.0,0,0,
0,8,1970,4,6,261,1,91,0.5279187817258884,136,26,0.19117647058823528,1.0,0,1,
5,5,1970,3,4,261,2,91,0.8865979381443299,62,20,0.3225806451612903,0.4,0,1,
5,5,1970,3,4,261,2,91,0.8865979381443299,62,20,0.3225806451612903,0.6,0,1,
0,5,1970,3,5,261,1,91,0.5360824742268041,62,20,0.3225806451612903,1.0,0,1,
0,6,1970,2,5,261,1,91,0.3443708609271523,103,22,0.21359223300970873,1.0,0,1,
5,5,1970,3,4,261,2,91,0.8942307692307693,67,20,0.29850746268656714,0.4,0,1,
5,5,1970,3,4,261,2,91,0.8942307692307693,67,20,0.29850746268656714,0.6,0,1,
0,5,1970,3,5,261,1,91,0.5096153846153846,67,20,0.29850746268656714,1.0,0,1,
