F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
14,28,21104,1,8,2139,1,135,0.8189910979228486,576,19,0.03298611111111111,0.21428571428571427,14,1,
26,256,21104,4,0,2139,1,135,0.18076661374461328,3611,166,0.045970645250623096,1.0,0,1,
6,256,21104,4,0,2139,1,135,0.8332955318666364,3611,166,0.045970645250623096,1.0,0,1,
24,256,21104,4,12,2139,1,135,0.8245633930596508,3611,166,0.045970645250623096,0.2916666666666667,0,0,
14,256,21104,4,0,2139,1,135,0.8290995690632796,3611,166,0.045970645250623096,1.0,0,0,
6,256,21104,4,6,2139,1,135,0.9658274741059952,3611,166,0.045970645250623096,0.611111111111111,0,0,
12,256,21104,4,7,2139,1,135,0.9627277538368489,3611,166,0.045970645250623096,0.5740740740740741,0,0,
7,256,21104,4,6,2139,1,135,0.9641642095713314,3611,166,0.045970645250623096,0.5714285714285714,0,0,
7,256,21104,4,8,2139,1,135,0.9185756407348605,3611,166,0.045970645250623096,0.42857142857142855,0,1,
7,256,21104,4,8,2139,1,135,0.9351326831481062,3611,166,0.045970645250623096,0.42857142857142855,0,1,
4,256,21104,4,8,2139,1,135,0.09185756407348605,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.09026990247221592,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.0886822408709458,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.11340440009072351,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.1118167384894534,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.11022907688818326,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.10909503288727602,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.1075073712860059,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.10591970968473577,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.11771376729417102,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.11612610569290088,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.11453844409163076,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.12202313449761851,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.12043547289634837,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.11884781129507825,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.10047629848038103,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.09888863687911091,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.09730097527784078,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.09616693127693354,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.09457926967566342,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.09299160807439329,3611,166,0.045970645250623096,0.6666666666666666,0,1,
4,256,21104,4,8,2139,1,135,0.10478566568382854,3611,166,0.045970645250623096,0.75,0,1,
6,256,21104,4,8,2139,1,135,0.1031980040825584,3611,166,0.045970645250623096,0.6666666666666666,0,1,
3,256,21104,4,8,2139,1,135,0.10161034248128828,3611,166,0.045970645250623096,0.6666666666666666,0,1,
8,256,21104,4,8,2139,4,135,0.008845543207076435,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.8090269902472216,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.7403039237922432,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.7255613517804491,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.7725107734180087,3611,166,0.045970645250623096,0.3,0,1,
9,256,21104,4,8,2139,1,135,0.7754592878203674,3611,166,0.045970645250623096,0.3333333333333333,0,1,
10,256,21104,4,8,2139,1,135,0.7929235654343388,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.696076207756861,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.6813336357450669,3611,166,0.045970645250623096,0.3,0,1,
10,256,21104,4,8,2139,1,135,0.710818779768655,3611,166,0.045970645250623096,0.3,0,1,
11,256,21104,4,8,2139,1,135,0.7958720798366976,3611,166,0.045970645250623096,0.36363636363636365,0,1,
14,256,21104,4,8,2139,1,135,0.7988205942390565,3611,166,0.045970645250623096,0.2857142857142857,0,1,
10,256,21104,4,8,2139,1,135,0.7285098661828079,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7312315717849852,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.7137672941710138,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7164889997731912,3611,166,0.045970645250623096,0.25,0,1,
13,256,21104,4,8,2139,1,135,0.7434792469947834,3611,166,0.045970645250623096,0.3076923076923077,0,1,
11,256,21104,4,8,2139,1,135,0.7471081877976865,3611,166,0.045970645250623096,0.36363636363636365,0,1,
13,256,21104,4,8,2139,1,135,0.7502835110002268,3611,166,0.045970645250623096,0.3076923076923077,0,1,
15,256,21104,4,8,2139,1,135,0.7539124518031299,3611,166,0.045970645250623096,0.26666666666666666,0,1,
12,256,21104,4,8,2139,1,135,0.7784078022227262,3611,166,0.045970645250623096,0.3333333333333333,0,1,
14,256,21104,4,8,2139,1,135,0.781809934225448,3611,166,0.045970645250623096,0.2857142857142857,0,1,
10,256,21104,4,8,2139,1,135,0.6842821501474258,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.6870038557496031,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.6695395781356317,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.672261283737809,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.6990247221592197,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7017464277613972,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.9641642095713314,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9972782943978227,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9904740303923792,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9870718983896575,3611,166,0.045970645250623096,0.5,0,1,
16,256,21104,4,8,2139,1,135,0.9689271943751417,3611,166,0.045970645250623096,0.6875,0,1,
10,256,21104,4,8,2139,1,135,0.9836697663869358,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9768655023814924,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9734633703787707,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9802676343842142,3611,166,0.045970645250623096,0.5,0,1,
10,256,21104,4,8,2139,1,135,0.9938761623951009,3611,166,0.045970645250623096,0.5,0,1,
11,256,21104,4,8,2139,1,135,0.8024495350419596,3611,166,0.045970645250623096,0.36363636363636365,0,1,
14,256,21104,4,8,2139,1,135,0.8053980494443185,3611,166,0.045970645250623096,0.2857142857142857,0,1,
10,256,21104,4,8,2139,1,135,0.7344068949875255,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7371286005897029,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.7196643229757315,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7223860285779088,3611,166,0.045970645250623096,0.25,0,1,
12,256,21104,4,8,2139,1,135,0.757995010206396,3611,166,0.045970645250623096,0.3333333333333333,0,1,
11,256,21104,4,8,2139,1,135,0.7613971422091177,3611,166,0.045970645250623096,0.36363636363636365,0,1,
14,256,21104,4,8,2139,1,135,0.764572465411658,3611,166,0.045970645250623096,0.2857142857142857,0,1,
15,256,21104,4,8,2139,1,135,0.7684282150147426,3611,166,0.045970645250623096,0.26666666666666666,0,1,
12,256,21104,4,8,2139,1,135,0.7856656838285325,3611,166,0.045970645250623096,0.3333333333333333,0,1,
14,256,21104,4,8,2139,1,135,0.7890678158312543,3611,166,0.045970645250623096,0.2857142857142857,0,1,
10,256,21104,4,8,2139,1,135,0.6901791789521433,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.6929008845543208,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.6754366069403492,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.6781583125425267,3611,166,0.045970645250623096,0.25,0,1,
10,256,21104,4,8,2139,1,135,0.7049217509639374,3611,166,0.045970645250623096,0.3,0,1,
12,256,21104,4,8,2139,1,135,0.7076434565661147,3611,166,0.045970645250623096,0.25,0,1,
40,256,21104,4,8,2139,1,135,0.390904967112724,3611,166,0.045970645250623096,0.35,0,0,
20,256,21104,4,8,2139,1,135,0.4144930823315945,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.42175096393740075,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.405647539124518,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.42900884554320706,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.40269902472215924,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4362667271490134,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.40859605352687683,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4435246087548197,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.41154456792923566,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.450782490360626,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.3968019959174416,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4580403719664323,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.39385348151508276,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4652982535722386,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4798140167838512,3611,166,0.045970645250623096,0.33333333333333337,0,0,
20,256,21104,4,8,2139,1,135,0.3997505103198004,3611,166,0.045970645250623096,0.33333333333333337,0,0,
50,256,21104,4,8,2139,1,135,0.4725561351780449,3611,166,0.045970645250623096,0.33333333333333337,0,0,
22,256,21104,4,8,2139,1,135,0.3250170106600136,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.33136765706509413,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.3631208890904967,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.3567702426854162,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.3694715354955772,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.37582218190065775,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.34406894987525516,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.3377183034701746,3611,166,0.045970645250623096,0.2727272727272727,0,1,
22,256,21104,4,8,2139,1,135,0.3504195962803357,3611,166,0.045970645250623096,0.2727272727272727,0,1,
6,256,21104,4,8,2139,1,135,0.819913812655931,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8455432070764346,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8321614878657292,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.9133590383306872,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8995237015196189,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8718530278974824,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8856883647085507,3611,166,0.045970645250623096,0.5,0,1,
6,256,21104,4,8,2139,1,135,0.8586981174869585,3611,166,0.045970645250623096,0.5,0,1,
12,256,21104,4,8,2139,1,135,0.8122023134497619,3611,166,0.045970645250623096,0.25,0,1,
12,256,21104,4,8,2139,1,135,0.8362440462689953,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,8,2139,1,135,0.8405534134724427,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,8,2139,1,135,0.8228623270582899,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,8,2139,1,135,0.8271716942617373,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,9,2139,1,135,0.9042866863234293,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,9,2139,1,135,0.9088228623270583,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,9,2139,1,135,0.890451349512361,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,9,2139,1,135,0.89498752551599,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,9,2139,1,135,0.8627806758902246,3611,166,0.045970645250623096,0.25,0,1,
4,256,21104,4,8,2139,1,135,0.8704921750963938,3611,166,0.045970645250623096,0.75,0,1,
7,256,21104,4,9,2139,1,135,0.8666364254933091,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,9,2139,1,135,0.8766160127012929,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,9,2139,1,135,0.8811521887049217,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,8,2139,1,135,0.8496257654797006,3611,166,0.045970645250623096,0.25,0,1,
7,256,21104,4,8,2139,1,135,0.8539351326831481,3611,166,0.045970645250623096,0.42857142857142855,0,1,
12,256,21104,4,12,2139,1,135,0.8140167838512135,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,12,2139,1,135,0.8387389430709912,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,12,2139,1,135,0.8253572238602858,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,13,2139,1,135,0.9070083919256067,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,13,2139,1,135,0.8931730551145385,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,13,2139,1,135,0.8648219550918576,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,13,2139,1,135,0.8793377183034702,3611,166,0.045970645250623096,0.5833333333333334,0,1,
12,256,21104,4,12,2139,1,135,0.8521206622816966,3611,166,0.045970645250623096,0.5833333333333334,0,1,
0,256,21104,4,0,2139,1,135,0.05760943524608755,3611,166,0.045970645250623096,1.0,0,1,
0,256,21104,4,12,2139,1,135,0.05420730324336584,3611,166,0.045970645250623096,1.0,0,1,
0,256,21104,4,16,2139,1,135,0.9673395327738716,3611,166,0.045970645250623096,1.0,0,1,
0,256,21104,4,4,2139,1,135,0.0809707416647766,3611,166,0.045970645250623096,1.0,0,1,
72,41,21104,1,8,2139,16,135,0.4990974729241877,371,690,1.8598382749326146,0.027777777777777776,0,1,
17,41,21104,1,0,2139,7,135,0.657942238267148,371,690,1.8598382749326146,1.0,0,1,
17,41,21104,1,8,2139,7,135,0.6561371841155235,371,690,1.8598382749326146,0.11764705882352941,0,1,
6,41,21104,1,12,2139,2,135,0.05776173285198556,371,690,1.8598382749326146,0.5,0,1,
12,41,21104,1,12,2139,5,135,0.29873646209386284,371,690,1.8598382749326146,0.75,0,1,
6,41,21104,1,12,2139,2,135,0.2157039711191336,371,690,1.8598382749326146,0.5,0,1,
46,41,21104,1,14,2139,17,135,0.3316787003610108,371,690,1.8598382749326146,0.32608695652173914,0,0,
144,41,21104,1,10,2139,31,135,0.5370036101083032,371,690,1.8598382749326146,0.2673611111111111,0,0,
46,41,21104,1,14,2139,17,135,0.6024368231046932,371,690,1.8598382749326146,0.32608695652173914,0,0,
3,41,21104,1,8,2139,1,135,0.6398916967509025,371,690,1.8598382749326146,0.6666666666666666,0,1,
24,72,21104,1,0,2139,1,135,0.5349409448818898,830,41,0.04939759036144578,1.0,0,0,
80,72,21104,1,0,2139,1,135,0.5914124015748031,830,41,0.04939759036144578,1.0,0,0,
33,72,21104,1,8,2139,1,135,0.35958005249343833,830,41,0.04939759036144578,0.2222222222222222,0,0,
8,72,21104,1,8,2139,4,135,0.03740157480314961,830,41,0.04939759036144578,0.25,0,1,
5,72,21104,1,8,2139,1,135,0.05019685039370079,830,41,0.04939759036144578,0.8,7,1,
5,72,21104,1,8,2139,1,135,0.04921259842519685,830,41,0.04939759036144578,0.6,7,1,
3,8,21104,1,8,2139,1,135,0.3963963963963964,67,32,0.47761194029850745,0.6666666666666666,0,1,
3,8,21104,1,8,2139,1,135,0.3963963963963964,67,32,0.47761194029850745,0.6666666666666666,0,1,
9,16,21104,1,0,2139,1,135,0.79,319,32,0.10031347962382445,1.0,0,1,
24,16,21104,1,7,2139,1,135,1.83375,319,32,0.10031347962382445,0.4787037037037037,5,0,
8,2,21104,1,8,2139,4,135,0.48148148148148145,41,32,0.7804878048780488,0.25,11,1,
8,11,21104,1,8,2139,4,135,0.14682539682539683,186,25,0.13440860215053763,0.25,0,1,
19,11,21104,1,7,2139,1,135,0.6547619047619048,186,25,0.13440860215053763,0.5526315789473685,4,0,
20,7,21104,1,0,2139,5,135,0.7360248447204969,115,27,0.23478260869565218,1.0,0,0,
20,7,21104,1,0,2139,5,135,0.6614906832298136,115,27,0.23478260869565218,1.0,0,0,
20,7,21104,1,0,2139,5,135,0.6987577639751553,115,27,0.23478260869565218,1.0,0,0,
0,24,21104,1,0,2139,1,135,0.09779614325068871,304,19,0.0625,1.0,0,0,
14,24,21104,1,8,2139,1,135,0.21074380165289255,304,19,0.0625,0.32142857142857145,0,0,
19,24,21104,1,8,2139,3,135,0.14325068870523416,304,19,0.0625,0.10526315789473684,0,1,
28,24,21104,1,8,2139,1,135,0.3953168044077135,304,19,0.0625,0.08928571428571429,0,0,
18,24,21104,1,8,2139,1,135,0.4297520661157025,304,19,0.0625,0.16666666666666666,0,0,
5,24,21104,1,8,2139,1,135,0.5206611570247934,304,19,0.0625,0.8,0,1,
42,24,21104,1,12,2139,5,135,0.4765840220385675,304,19,0.0625,0.2619047619047619,0,0,
21,24,21104,1,8,2139,3,135,0.45179063360881544,304,19,0.0625,0.14285714285714285,0,1,
8,24,21104,1,8,2139,4,135,0.11294765840220386,304,19,0.0625,0.25,0,1,
7,24,21104,1,8,2139,1,135,0.21487603305785125,304,19,0.0625,0.8571428571428571,0,1,
38,24,21104,1,12,2139,5,135,0.16942148760330578,304,19,0.0625,0.27631578947368424,0,0,
19,24,21104,1,8,2139,3,135,0.19008264462809918,304,19,0.0625,0.9473684210526315,0,1,
19,24,21104,1,8,2139,3,135,0.14600550964187328,304,19,0.0625,0.15789473684210525,0,1,
32,24,21104,1,14,2139,7,135,0.6184573002754821,304,19,0.0625,0.34375,8,0,
8,13,21104,1,8,2139,4,135,0.30701754385964913,75,18,0.24,0.25,11,1,
